date,campaign_id,campaign_name,channel,region,weather_severity_index,impressions,clicks,spend_cad,conversions,revenue_cad,cpm_cad,cpc_cad,roas
2026-03-04,CMP1001,App_Download_Push,Search,Ontario,0.424,40377,664.7,369.8,35.4,2774.63,9.16,0.556,7.503
2025-12-26,CMP1003,Severe_Weather_Awareness,Video,British Columbia,0.931,62313,1437.2,401.64,13.31,1081.26,6.45,0.279,2.692
2026-01-30,CMP1000,Winter_Storm_Alert_Promo,Native,Alberta,0.87,59389,1286.8,361.74,91.54,6221.86,6.09,0.281,17.2
2026-03-04,CMP1006,Spring_Forecast_Launch,Connected TV,Atlantic,0.424,73034,2494.1,447.0,139.29,8044.37,6.12,0.179,17.996
2026-02-17,CMP1005,Local_News_Sponsorship,Native,Atlantic,0.614,38478,770.5,125.45,20.16,1456.63,3.26,0.163,11.611
2026-01-18,CMP1003,Severe_Weather_Awareness,Video,Alberta,0.731,104171,2347.7,1874.51,95.14,7474.31,17.99,0.798,3.987
2025-11-14,CMP1004,Brand_Lift_National,Native,Quebec,0.127,54225,734.4,515.2,18.55,1308.1,9.5,0.701,2.539
2026-04-22,CMP1005,Local_News_Sponsorship,Connected TV,British Columbia,0.651,67149,1329.2,667.45,61.36,4089.28,9.94,0.502,6.127
2025-11-12,CMP1001,App_Download_Push,Video,Alberta,0.243,21354,522.1,207.6,22.22,1195.33,9.72,0.398,5.758
2026-03-11,CMP1003,Severe_Weather_Awareness,Video,Quebec,0.66,105603,170.0,710.73,1.68,77.17,6.73,4.181,0.109
2026-02-28,CMP1000,Winter_Storm_Alert_Promo,Display,Quebec,0.727,48541,1153.6,520.83,69.45,3516.46,10.73,0.451,6.752
2026-02-07,CMP1005,Local_News_Sponsorship,Video,Atlantic,0.895,45156,809.5,264.19,19.15,1157.07,5.85,0.326,4.38
2026-02-08,CMP1005,Local_News_Sponsorship,Connected TV,Ontario,0.685,67522,1208.1,827.06,31.7,2041.67,12.25,0.685,2.469
2025-12-10,CMP1006,Spring_Forecast_Launch,Connected TV,Quebec,0.987,38312,43.1,490.7,1.58,117.34,12.81,11.372,0.239
2025-11-26,CMP1003,Severe_Weather_Awareness,Search,British Columbia,0.145,30508,273.9,314.82,11.66,433.47,10.32,1.15,1.377
2025-11-20,CMP1004,Brand_Lift_National,Video,Atlantic,0.355,43952,572.5,327.3,31.31,1697.86,7.45,0.572,5.187
2026-02-19,CMP1001,App_Download_Push,Search,Atlantic,0.729,57541,991.0,753.73,25.21,1546.74,13.1,0.761,2.052
2026-04-24,CMP1002,Premium_Upgrade_Q1,Connected TV,Ontario,0.658,62672,856.7,456.32,48.16,3850.5,7.28,0.533,8.438
2026-04-26,CMP1004,Brand_Lift_National,Search,Quebec,0.419,61577,772.5,115.93,47.8,3583.56,1.88,0.15,30.911
2026-04-12,CMP1004,Brand_Lift_National,Display,Quebec,0.306,50158,622.8,209.76,25.85,1721.88,4.18,0.337,8.209
2026-04-12,CMP1005,Local_News_Sponsorship,Connected TV,Alberta,0.306,36046,633.9,489.05,13.98,1366.91,13.57,0.771,2.795
2026-03-16,CMP1002,Premium_Upgrade_Q1,Display,Ontario,0.303,173264,1237.2,3241.99,59.82,6036.39,18.71,2.621,1.862
2026-01-15,CMP1007,B2B_Partner_Coop,Display,Alberta,0.822,47248,737.1,382.06,42.75,3411.19,8.09,0.518,8.928
2025-11-28,CMP1000,Winter_Storm_Alert_Promo,Display,Quebec,0.382,57212,690.0,227.05,30.38,2415.33,3.97,0.329,10.638
2026-02-02,CMP1007,B2B_Partner_Coop,Video,Alberta,0.952,45595,688.6,162.79,42.99,4652.79,3.57,0.236,28.582
2025-12-17,CMP1007,B2B_Partner_Coop,Video,Atlantic,0.82,64815,368.1,794.5,20.96,1348.98,12.26,2.159,1.698
2026-03-19,CMP1003,Severe_Weather_Awareness,Connected TV,Ontario,0.363,67026,928.3,503.31,31.67,2743.8,7.51,0.542,5.451
2026-04-09,CMP1001,App_Download_Push,Video,Ontario,0.673,21284,159.0,201.71,6.01,212.98,9.48,1.269,1.056
2026-03-25,CMP1001,App_Download_Push,Display,Alberta,0.47,65172,525.7,445.01,17.03,1389.05,6.83,0.847,3.121
2025-11-17,CMP1005,Local_News_Sponsorship,Connected TV,Ontario,0.137,67609,549.4,666.61,17.98,1847.61,9.86,1.213,2.772
2026-01-03,CMP1000,Winter_Storm_Alert_Promo,Search,British Columbia,0.611,60171,406.1,520.86,14.45,805.77,8.66,1.283,1.547
2026-01-02,CMP1004,Brand_Lift_National,Display,British Columbia,0.632,968803,91.12340256796122,249.77,24.71,1837.12,6.38,0.368,7.355
2025-12-01,CMP1002,Premium_Upgrade_Q1,Connected TV,Ontario,0.68,79775,829.9,836.79,44.3,3158.82,10.49,1.008,3.775
2026-02-20,CMP1006,Spring_Forecast_Launch,Video,Atlantic,0.916,62384,899.0,320.16,33.98,2648.31,5.13,0.356,8.272
2026-04-26,CMP1005,Local_News_Sponsorship,Search,Ontario,0.419,56149,603.5,459.83,25.55,1329.13,8.19,0.762,2.891
2025-12-27,CMP1003,Severe_Weather_Awareness,Display,Atlantic,0.815,196515,2899.0,4840.31,92.08,3546.3,24.63,1.67,0.733
2025-12-20,CMP1000,Winter_Storm_Alert_Promo,Native,Atlantic,0.912,66658,947.4,659.28,31.41,1872.86,9.89,0.696,2.841
2026-02-27,CMP1003,Severe_Weather_Awareness,Search,Ontario,0.742,63036,851.6,608.52,64.6,5428.47,9.65,0.715,8.921
2026-02-12,CMP1001,App_Download_Push,Native,Ontario,0.805,49702,531.5,313.66,16.03,925.12,6.31,0.59,2.949
2026-02-22,CMP1007,B2B_Partner_Coop,Connected TV,Atlantic,0.625,29621,560.2,313.41,36.12,2140.72,10.58,0.559,6.83
2025-12-22,CMP1002,Premium_Upgrade_Q1,Native,British Columbia,0.871,164982,1846.2,593.23,27.2,2613.87,3.6,0.321,4.406
2026-01-14,CMP1002,Premium_Upgrade_Q1,Connected TV,British Columbia,0.737,34870,910.9,377.71,58.11,5785.33,10.83,0.415,15.317
2026-01-19,CMP1001,App_Download_Push,Search,Atlantic,0.774,59057,1049.5,825.2,51.75,479.11,13.97,0.786,0.581
2026-03-11,CMP1007,B2B_Partner_Coop,Connected TV,British Columbia,0.66,52348,473.1,349.8,7.95,634.1,6.68,0.739,1.813
2026-04-26,CMP1004,Brand_Lift_National,Video,Atlantic  ,0.419,23557,311.3,204.9,6.51,694.96,8.7,0.658,3.392
2025-11-06,CMP1002,Premium_Upgrade_Q1,Native,Alberta,0.253,59882,1055.4,323.1,38.99,2619.61,5.4,0.306,8.108
2025-11-25,CMP1002,Premium_Upgrade_Q1,native,Alberta,0.388,76079,2634.3,419.86,78.13,5733.13,5.52,0.159,13.655
2026-02-17,CMP1002,Premium_Upgrade_Q1,Connected TV,Alberta,0.614,57784,1309.4,387.22,70.36,2719.82,6.7,0.296,7.024
2026-04-22,CMP1002,Premium_Upgrade_Q1,Video,Atlantic,0.651,55254,661.4,547.81,19.07,1145.39,9.91,0.828,2.091
2026-02-18,CMP1000,Winter_Storm_Alert_Promo,Search,Alberta,0.616,40301,863.9,143.48,37.86,4325.03,3.56,0.166,30.143
2026-02-10,CMP1006,Spring_Forecast_Launch,Video,Alberta,0.709,49191,749.1,194.31,31.75,2439.58,3.95,0.259,12.555
2025-12-12,CMP1002,Premium_Upgrade_Q1,Video,Atlantic,0.819,75615,1632.7,464.62,75.6,1373.37,6.14,0.285,2.956
2025-11-09,CMP1001,App_Download_Push,Display,Ontario,0.317,68471,98.4,549.35,3.7,395.26,8.02,5.581,0.719
2026-02-23,CMP1000,Winter_Storm_Alert_Promo,Search,Quebec,0.77,65302,875.1,689.04,21.57,1492.28,10.55,0.787,2.166
2026-04-12,CMP1001,App_Download_Push,Connected TV,Ontario,0.306,35873,299.3,319.09,20.11,1750.17,8.89,1.066,5.485
2026-04-18,CMP1002,Premium_Upgrade_Q1,Connected TV,British Columbia  ,0.601,79832,1809.3,1088.01,105.94,6234.69,13.63,0.601,5.73
2026-03-15,CMP1002,Premium_Upgrade_Q1,Connected TV,Alberta,0.615,26772,176.8,272.67,6.03,332.81,10.18,1.542,1.221
2026-04-16,CMP1002,Premium_Upgrade_Q1,Native,Atlantic,0.544,55666,300.6,532.34,8.79,494.88,9.56,1.771,0.93
2025-12-05,CMP1006,Spring_Forecast_Launch,Display,Quebec,0.781,74911,1060.0,668.6,56.58,2013.95,8.93,0.631,3.012
2026-04-25,CMP1007,B2B_Partner_Coop,Video,Alberta,0.536,28527,294.7,115.17,15.61,826.29,4.04,0.391,7.175
2026-04-06,CMP1000,Winter_Storm_Alert_Promo,Connected TV,Atlantic,0.315,45960,984.8,405.62,32.5,2595.55,8.83,0.412,6.399
2026-03-01,CMP1007,B2B_Partner_Coop,Search,Ontario,0.6,53608,731.9,702.67,31.07,1984.56,13.11,0.96,2.824
2026-04-13,CMP1007,B2B_Partner_Coop,Search,Quebec,0.602,41199,403.3,553.31,14.02,1132.55,13.43,1.372,2.047
2025-11-05,CMP1005,Local_News_Sponsorship,Connected TV,Alberta,0.105,75308,698.1,619.46,27.55,1038.85,8.23,0.887,1.677
2026-04-27,CMP1006,Spring_Forecast_Launch,Search,Alberta,0.511,70084,1317.1,545.26,79.08,5534.39,7.78,0.414,10.15
2026-04-05,CMP1002,Premium_Upgrade_Q1,Video,Atlantic,0.569,63368,720.2,601.08,4.73,296.41,9.49,0.835,0.493
2026-02-28,CMP1002,Premium_Upgrade_Q1,Search,Atlantic,0.727,51880,1555.3,518.06,35.34,1211.85,9.99,0.333,2.339
2026-02-04,CMP1006,Spring_Forecast_Launch,Display,British Columbia,0.654,42265,239.2,285.03,12.81,724.09,6.74,1.191,2.54
2026-02-26,CMP1004,Brand_Lift_National,Search,Quebec,0.957,125634,1721.9,2712.95,59.88,5170.24,21.59,1.576,1.906
2026-01-05,CMP1003,Severe_Weather_Awareness,Display,Atlantic,0.64,50004,1323.9,185.43,58.49,2384.67,3.71,0.14,12.86
2026-04-06,CMP1002,Premium_Upgrade_Q1,video,Alberta,0.315,35168,741.6,345.18,46.04,2230.96,9.82,0.465,6.463
2026-02-12,CMP1002,Premium_Upgrade_Q1,Search,Ontario,0.805,53559,930.7,496.59,22.51,2000.35,9.27,0.534,4.028
2025-12-24,CMP1006,Spring_Forecast_Launch,Connected TV,Alberta,0.631,39447,587.1,238.76,29.61,1460.87,6.05,0.407,6.119
2026-02-04,CMP1005,Local_News_Sponsorship,Native,British Columbia,0.654,58195,811.0,706.2,15.2,501.68,12.13,0.871,0.71
2026-02-11,CMP1007,B2B_Partner_Coop,Search,British Columbia,0.956,69069,1337.7,715.8,56.5,3889.55,10.36,0.535,5.434
2025-12-01,CMP1005,Local_News_Sponsorship,Display,Quebec,0.68,27199,454.9,273.4,21.18,1874.71,10.05,0.601,6.857
2026-01-21,CMP1004,Brand_Lift_National,Connected TV,Alberta,0.92,52262,1322.2,473.92,66.86,4332.58,9.07,0.358,9.142
2026-02-05,CMP1006,Spring_Forecast_Launch,Search,British Columbia,0.851,59293,1069.4,510.24,8.16,497.97,8.61,0.477,0.976
2026-03-27,CMP1006,Spring_Forecast_Launch,Native,Ontario,0.462,172965,2803.0,4337.55,178.73,13297.07,25.08,1.547,3.066
2026-01-22,CMP1007,B2B_Partner_Coop,Native,British Columbia,0.923,46636,632.7,344.59,28.1,2137.97,7.39,0.545,6.204
2026-03-20,CMP1006,Spring_Forecast_Launch,Native,British Columbia,0.502,20196,456.1,413.87,24.31,1605.88,20.49,0.907,3.88
2025-11-06,CMP1002,Premium_Upgrade_Q1,Display,British Columbia,0.253,57711,865.2,632.83,27.37,2220.0,10.97,0.731,3.508
2026-01-14,CMP1000,Winter_Storm_Alert_Promo,Display,Quebec,0.737,42968,621.5,439.53,25.67,2164.54,10.23,0.707,4.925
2025-11-18,CMP1002,Premium_Upgrade_Q1,Display,Alberta,0.198,68179,1079.6,563.19,29.66,1885.48,8.26,0.522,3.348
2025-11-06,CMP1003,Severe_Weather_Awareness,Video,British Columbia,0.253,105325,2486.9,959.45,93.84,6911.15,9.11,0.386,7.203
2026-02-25,CMP1007,B2B_Partner_Coop,Native,Atlantic,0.861,58129,862.9,529.63,18.49,864.45,9.11,0.614,1.632
2025-11-23,CMP1003,Severe_Weather_Awareness,Search,Quebec,0.383,68037,891.5,390.94,44.56,2907.84,5.75,0.439,7.438
2026-02-06,CMP1003,Severe_Weather_Awareness,Display,Ontario,0.755,55774,1105.4,500.51,34.52,2317.28,8.97,0.453,4.63
2025-11-11,CMP1005,Local_News_Sponsorship,Video,Ontario,0.281,39010,80.5,305.61,2.52,85.57,7.83,3.796,0.28
2025-12-17,CMP1006,Spring_Forecast_Launch,Video,Ontario,0.82,28976,346.5,246.91,7.13,481.06,8.52,0.713,1.948
2026-03-03,CMP1000,Winter_Storm_Alert_Promo,Search,Atlantic,0.369,95743,311.0,440.21,16.03,1083.47,4.6,1.416,2.461
2026-04-05,CMP1005,Local_News_Sponsorship,Native,Ontario,0.569,54081,812.0,490.36,30.58,1051.43,9.07,0.604,2.144
2026-03-17,CMP1007,B2B_Partner_Coop,Display,Quebec,0.511,60701,908.0,562.87,22.78,1836.13,9.27,0.62,3.262
2025-11-14,CMP1001,App_Download_Push,Video,Alberta,0.127,82690,792.8,594.38,34.81,2239.38,7.19,0.75,3.768
2026-01-05,CMP1004,Brand_Lift_National,Video,Alberta,0.64,39321,568.8,377.6,12.54,770.58,9.6,0.664,2.041
2026-01-06,CMP1007,B2B_Partner_Coop,Native,British Columbia,0.77,50526,337.2,452.51,9.65,347.09,8.96,1.342,0.767
2026-03-28,CMP1006,Spring_Forecast_Launch,Video,Atlantic,0.634,47891,403.3,284.7,10.8,519.1,5.94,0.706,1.823
2026-04-07,CMP1007,B2B_Partner_Coop,Display,British Columbia,0.421,56134,1240.5,413.35,42.29,1340.73,7.36,0.333,3.244
2026-02-01,CMP1003,Severe_Weather_Awareness,Video,British Columbia,0.705,57692,1000.3,478.91,55.83,4254.76,8.3,0.479,8.884
2026-02-24,CMP1002,Premium_Upgrade_Q1,Connected TV,Quebec,0.857,36336,275.2,405.25,4.78,140.58,11.15,1.472,0.347
2026-01-28,CMP1007,B2B_Partner_Coop,Search,Atlantic,0.886,54360,397.4,399.87,18.45,719.89,7.36,1.006,1.8
2026-03-03,CMP1000,Winter_Storm_Alert_Promo,Connected TV,Ontario,0.369,77723,1098.3,541.71,33.49,1200.24,6.97,0.493,2.216
2026-04-11,CMP1004,Brand_Lift_National,Video,Alberta,0.61,83866,569.7,580.57,31.49,2675.98,6.92,1.019,4.609
2026-01-18,CMP1006,Spring_Forecast_Launch,Search,British Columbia,0.731,68531,1121.7,555.24,67.83,3773.17,8.1,0.495,6.796
2026-03-21,CMP1005,Local_News_Sponsorship,Native,Atlantic,0.352,61165,1031.4,348.22,38.95,3376.34,5.69,0.338,9.696
2026-02-07,CMP1004,Brand_Lift_National,Video,Quebec,0.895,69114,1310.5,705.91,31.96,2954.67,10.21,0.539,4.186
2026-01-04,CMP1007,B2B_Partner_Coop,Video,Ontario,0.762,42988,514.8,249.19,25.05,1959.53,5.8,0.484,7.863
2026-03-30,CMP1007,B2B_Partner_Coop,Search,Alberta,0.522,63511,1638.7,288.67,14.45,682.94,4.55,0.176,2.366
2026-02-12,CMP1000,Winter_Storm_Alert_Promo,Native,Ontario,0.805,75014,1825.6,728.58,18.35,1326.63,9.71,0.399,1.821
2026-03-03,CMP1000,Winter_Storm_Alert_Promo,Connected TV,Quebec,0.369,63528,1165.2,731.53,25.61,736.79,11.51,0.628,1.007
2026-01-09,CMP1006,Spring_Forecast_Launch,Connected TV,Atlantic,0.879,59741,1174.5,668.72,54.53,2945.64,11.19,0.569,4.405
2026-03-25,CMP1005,Local_News_Sponsorship,Display,Alberta,0.47,60340,682.8,461.91,44.2,1375.06,7.66,0.677,2.977
2026-02-26,CMP1004,Brand_Lift_National,Search,Ontario,0.957,107009,2682.5,2178.96,75.29,1803.01,20.36,0.812,0.827
2026-02-13,CMP1003,Severe_Weather_Awareness,Search,British Columbia,0.8,76425,2089.3,532.57,110.73,6956.7,6.97,0.255,13.063
2026-01-27,CMP1007,B2B_Partner_Coop,Search,Ontario,0.948,109252,1463.7,1805.33,93.97,6090.83,16.52,1.233,3.374
2026-01-11,CMP1003,Severe_Weather_Awareness,Connected TV,Ontario,0.837,100568,1849.6,477.55,74.11,7621.91,4.75,0.258,15.96
2026-01-20,CMP1000,Winter_Storm_Alert_Promo,Video,Atlantic,0.941,54957,580.1,295.86,7.54,435.43,5.38,0.51,1.472
2025-11-25,CMP1000,Winter_Storm_Alert_Promo,Native,Atlantic,0.388,90793,1571.3,862.43,54.19,2733.64,9.5,0.549,3.17
2026-01-20,CMP1004,Brand_Lift_National,Connected TV,Quebec,0.941,77212,755.8,998.46,18.69,1341.18,12.93,1.321,1.343
2026-02-02,CMP1004,Brand_Lift_National,Video,British Columbia,0.952,45674,766.4,387.96,26.55,1230.62,8.49,,3.172
2026-01-27,CMP1002,Premium_Upgrade_Q1,Search,Atlantic,0.948,118682,1718.6,2670.1,58.85,2982.16,22.5,1.554,1.117
2026-02-22,CMP1000,Winter_Storm_Alert_Promo,Connected TV,British Columbia,0.625,85982,3014.4,860.4,59.56,6357.03,10.01,0.285,7.388
2025-11-01,CMP1002,Premium_Upgrade_Q1,Native,Quebec,0.332,57623,1103.1,428.25,46.75,3623.43,7.43,0.388,8.461
2025-12-10,CMP1002,Premium_Upgrade_Q1,Native,Atlantic,0.987,34535,520.4,206.61,33.68,3698.26,5.98,0.397,17.9
2026-03-19,CMP1002,Premium_Upgrade_Q1,Search,Atlantic,0.363,28683,693.8,231.38,37.18,3049.69,8.07,0.333,13.181
2026-02-15,CMP1007,B2B_Partner_Coop,Video,Atlantic,0.683,63807,1148.7,619.27,82.19,5758.85,9.71,0.539,9.299
2025-12-21,CMP1001,App_Download_Push,Video,Quebec,0.786,50112,410.2,451.53,20.71,607.96,9.01,1.101,1.346
2026-03-01,CMP1006,Spring_Forecast_Launch,Connected TV,Quebec,0.6,42213,583.2,461.54,14.7,664.68,10.93,0.791,1.44
2025-12-03,CMP1001,App_Download_Push,Native,British Columbia,0.811,53908,636.7,713.67,21.84,1037.47,13.24,1.121,1.454
2026-04-17,CMP1006,Spring_Forecast_Launch,Display,Ontario,0.65,51441,588.9,469.39,9.06,592.94,9.12,0.797,1.263
2026-01-02,CMP1000,Winter_Storm_Alert_Promo,Display,Quebec,0.632,59881,662.0,799.81,19.61,350.7,13.36,1.208,0.438
2025-11-15,CMP1006,Spring_Forecast_Launch,Search,British Columbia,0.186,48538,1155.1,313.46,45.47,3037.41,6.46,0.271,9.69
2025-11-14,CMP1004,Brand_Lift_National,Native,Ontario,0.127,102778,1584.9,1588.0,40.3,3215.5,15.45,1.002,2.025
2025-11-21,CMP1001,App_Download_Push,Display,Atlantic,0.139,62880,1239.4,591.59,48.23,2548.04,9.41,0.477,4.307
2025-12-10,CMP1005,Local_News_Sponsorship,Display,Atlantic,0.987,28515,387.2,212.65,13.56,527.52,7.46,0.549,2.481
2026-02-19,CMP1002,Premium_Upgrade_Q1,video,Ontario,0.729,43853,628.6,346.02,37.85,1982.82,7.89,0.551,5.73
2025-12-10,CMP1001,App_Download_Push,Display,Ontario,0.987,40888,646.2,284.55,24.6,1104.27,6.96,0.44,3.881
2026-01-17,CMP1006,Spring_Forecast_Launch,Display,Quebec,0.604,29469,159.6,325.74,4.02,304.32,11.05,2.042,0.934
2025-11-08,CMP1004,Brand_Lift_National,Display,Ontario,0.364,59586,997.9,726.0,58.27,446.28,12.18,0.728,0.615
2026-02-05,CMP1004,Brand_Lift_National,Search,Atlantic  ,0.851,55397,911.1,596.66,52.67,4911.3,10.77,0.655,8.231
2026-04-07,CMP1005,Local_News_Sponsorship,Native,Ontario,0.421,59985,60.0,353.89,3.74,229.86,5.9,5.9,0.65
2026-02-12,CMP1000,Winter_Storm_Alert_Promo,Display,Quebec,0.805,97726,1999.3,687.19,49.11,3716.5,7.03,0.344,5.408
2025-12-06,CMP1000,Winter_Storm_Alert_Promo,Native,Atlantic,0.682,23378,492.3,113.88,21.38,1418.2,4.87,0.231,12.453
2026-03-16,CMP1005,Local_News_Sponsorship,Native,Ontario,0.303,135246,2434.5,1294.4,106.19,10385.86,9.57,0.532,8.024
2026-01-09,CMP1005,Local_News_Sponsorship,Search,Ontario,0.879,57819,812.7,353.44,30.73,2515.35,6.11,0.435,7.117
2026-01-25,CMP1003,Severe_Weather_Awareness,Video,Atlantic,0.644,41070,463.2,293.75,18.49,1577.15,7.15,0.634,5.369
2025-12-29,CMP1007,B2B_Partner_Coop,Connected TV,Alberta,0.631,71114,1608.5,675.9,63.49,3684.35,9.5,0.42,5.451
2025-11-09,CMP1006,Spring_Forecast_Launch,Search,British Columbia,0.317,57339,942.2,713.56,22.6,1444.12,12.44,0.757,2.024
2026-01-25,CMP1004,Brand_Lift_National,Video,Alberta,0.644,54088,391.5,320.74,7.73,479.32,5.93,0.819,1.494
2026-03-31,CMP1000,Winter_Storm_Alert_Promo,Native,British Columbia,0.39,52936,511.4,514.95,22.2,1833.26,9.73,1.007,3.56
2026-01-17,CMP1004,Brand_Lift_National,Native,Quebec,0.604,80965,1211.3,740.0,36.5,2930.75,9.14,0.611,3.96
2025-12-31,CMP1004,Brand_Lift_National,Video,Atlantic,0.82,70298,1267.9,716.87,27.03,1257.84,10.2,0.565,1.755
2025-11-03,CMP1005,Local_News_Sponsorship,Native,Quebec,0.147,56756,1068.4,405.98,61.13,1046.27,7.15,0.38,2.577
2025-12-22,CMP1005,Local_News_Sponsorship,Display,Quebec,0.871,118401,590.8,1225.02,30.92,370.24,10.35,2.074,0.302
2026-02-16,CMP1006,Spring_Forecast_Launch,Display,Alberta,0.765,43824,1030.4,476.31,22.37,1896.65,10.87,0.462,3.982
2025-11-25,CMP1003,Severe_Weather_Awareness,Display,Alberta,0.388,48657,1069.2,499.3,27.36,2548.39,10.26,0.467,5.104
2026-02-22,CMP1003,Severe_Weather_Awareness,Display,Atlantic,0.625,58554,358.3,496.42,18.16,844.56,8.48,,1.701
2026-04-20,CMP1004,Brand_Lift_National,Connected TV,Alberta,0.615,62729,1167.3,504.79,36.59,4025.98,8.05,0.432,7.975
2025-11-27,CMP1002,Premium_Upgrade_Q1,Video,Quebec,0.377,55507,1180.5,522.13,31.32,508.39,9.41,0.442,0.974
2026-01-01,CMP1005,Local_News_Sponsorship,Search,Ontario,0.954,62017,1179.1,237.19,37.88,1467.36,3.82,0.201,6.186
2025-11-26,CMP1003,Severe_Weather_Awareness,Video,Atlantic,0.145,37762,637.0,355.63,38.46,3389.07,9.42,0.558,9.53
2025-11-05,CMP1004,Brand_Lift_National,Video,Ontario,0.105,51690,542.2,490.68,26.21,1377.36,9.49,0.905,2.807
2026-02-18,CMP1005,Local_News_Sponsorship,Display,Quebec,0.616,26570,239.8,197.58,9.61,450.9,7.44,0.824,2.282
2026-03-19,CMP1002,Premium_Upgrade_Q1,Native,Quebec,0.363,24013,371.9,355.43,19.43,1075.43,14.8,0.956,3.026
2025-11-09,CMP1004,Brand_Lift_National,Display,Ontario,0.317,58417,176.1,250.85,7.6,385.4,4.29,1.424,1.536
2026-03-21,CMP1000,Winter_Storm_Alert_Promo,Search,Atlantic,0.352,53993,836.7,614.1,52.62,3924.81,11.37,0.734,6.391
2025-12-08,CMP1006,Spring_Forecast_Launch,Connected TV,British Columbia,0.915,13583,253.3,117.63,16.53,1267.3,8.66,0.464,10.774
2026-02-25,CMP1004,Brand_Lift_National,Search,Ontario,0.861,54143,950.2,457.03,20.9,229.44,8.44,0.481,0.502
2025-12-18,CMP1005,Local_News_Sponsorship,Display,Quebec,0.95,66243,601.4,784.39,37.25,2618.03,11.84,1.304,3.338
2025-12-09,CMP1002,Premium_Upgrade_Q1,Video,Quebec,0.866,51529,392.1,518.35,12.75,551.61,10.06,1.322,1.064
2025-12-19,CMP1005,Local_News_Sponsorship,Display,Alberta,0.843,79738,1338.8,480.63,29.59,1856.34,6.03,0.359,3.862
2025-11-13,CMP1007,B2B_Partner_Coop,Display,Ontario,0.34,68216,1500.1,738.06,117.89,5894.31,10.82,0.492,7.986
2026-02-14,CMP1004,Brand_Lift_National,Native,British Columbia,0.844,68958,1630.4,584.57,141.24,12995.96,8.48,0.359,22.232
2025-11-13,CMP1001,App_Download_Push,Native,Quebec,0.34,44605,774.6,298.91,22.92,1057.53,6.7,0.386,3.538
2026-03-02,CMP1004,Brand_Lift_National,Connected TV,Alberta,0.593,49300,1004.1,633.51,22.01,1933.58,12.85,,3.052
2026-03-10,CMP1003,Severe_Weather_Awareness,Video,Alberta,0.348,51107,716.7,670.93,32.28,2681.48,13.13,0.936,3.997
2026-02-27,CMP1005,Local_News_Sponsorship,Search,Quebec,0.742,66259,1759.4,745.46,106.39,4363.76,11.25,0.424,5.854
2025-11-26,CMP1000,Winter_Storm_Alert_Promo,Search,Alberta,0.145,54227,822.9,427.06,7.75,677.8,7.88,0.519,1.587
2026-01-12,CMP1001,App_Download_Push,Video,Atlantic,0.694,68922,1205.3,308.95,46.34,1921.07,4.48,0.256,6.218
2026-03-06,CMP1001,App_Download_Push,Video,Atlantic,0.632,54937,1151.0,329.97,35.24,2194.83,6.01,0.287,6.652
2025-11-09,CMP1000,Winter_Storm_Alert_Promo,Display,Quebec,0.317,95608,2458.3,898.08,133.84,6759.94,9.39,0.365,7.527
2026-04-03,CMP1003,Severe_Weather_Awareness,Display,British Columbia,0.601,53214,434.6,290.3,14.25,1352.96,5.46,0.668,4.661
2026-03-25,CMP1002,Premium_Upgrade_Q1,Native,British Columbia,0.47,51996,477.1,422.67,10.39,722.28,8.13,0.886,1.709
2025-12-22,CMP1007,B2B_Partner_Coop,Connected TV,Quebec,0.871,76119,1182.7,1059.14,73.12,5422.6,13.91,0.896,5.12
2026-02-13,CMP1005,Local_News_Sponsorship,Search,Alberta,0.8,80281,929.5,674.43,45.18,3693.64,8.4,0.726,5.477
2025-11-22,CMP1005,Local_News_Sponsorship,Video,Ontario,0.317,47025,770.6,427.38,17.82,813.33,9.09,0.555,1.903
2025-12-14,CMP1001,App_Download_Push,Connected TV,Alberta,0.816,45516,407.6,385.32,9.68,552.83,8.47,0.945,1.435
2026-04-04,CMP1005,Local_News_Sponsorship,Connected TV,Alberta,0.634,60091,1063.2,533.97,42.13,3008.41,8.89,0.502,5.634
2025-11-26,CMP1006,Spring_Forecast_Launch,Display,British Columbia,0.145,57111,876.9,393.92,57.36,2523.2,6.9,0.449,6.405
2026-02-02,CMP1002,Premium_Upgrade_Q1,Connected TV,British Columbia,0.952,57139,1443.1,588.37,25.3,383.23,10.3,0.408,0.651
2026-04-24,CMP1001,App_Download_Push,Display,Alberta,0.658,37644,298.6,315.71,12.38,787.59,8.39,1.057,2.495
2026-01-10,CMP1001,App_Download_Push,Video,Atlantic,0.617,43783,858.6,518.88,30.22,2474.85,11.85,0.604,4.77
2026-04-12,CMP1003,Severe_Weather_Awareness,Connected TV,Alberta,0.306,62604,904.3,848.82,31.36,2405.97,13.56,0.939,2.834
2025-11-11,CMP1001,App_Download_Push,Native,Ontario,0.281,50390,664.9,194.99,23.35,1364.82,3.87,0.293,6.999
2026-03-20,CMP1004,Brand_Lift_National,Connected TV,Alberta,0.502,105663,2505.2,2071.1,98.25,5160.39,19.6,0.827,2.492
2026-04-14,CMP1002,Premium_Upgrade_Q1,Native,Atlantic,0.669,88070,1736.5,1051.74,95.93,6295.92,11.94,0.606,5.986
2026-04-08,CMP1003,Severe_Weather_Awareness,Native,Alberta,0.4,40134,648.2,464.69,16.26,532.63,11.58,0.717,1.146
