user_id,signup_date,acquisition_channel,region,plan_type,avg_monthly_sessions,alerts_enabled,push_notifications_enabled,tenure_months,churned,churn_date,ltv_cad
U101953,2025-03-09,Display,Ontario,Plus,1.2,1,1,9.93,0,,69.51
U102851,2025-04-05,Native,Alberta,Free,2.24,1,0,9.03,1,2025-08-15,0.0
U100411,2024-06-17,Organic,Quebec,Free,11.77,1,1,18.77,0,,0.0
U102698,2024-12-27,Search,Quebec,Free,6.4,1,0,12.33,0,,0.0
U102011,2024-08-26,Display,Ontario,Free,6.43,1,0,16.43,1,2025-03-23,0.0
U102955,2025-01-26,Organic,Quebec,Free,3.17,1,1,11.33,0,,0.0
U101630,2025-07-04,Organic,British Columbia,Free,7.35,1,1,6.03,1,2025-08-09,0.0
U100058,2025-05-28,Organic,Alberta,Premium,7.57,1,1,7.27,0,,252.45
U102729,2024-08-20,Search,Ontario,Free,9.58,1,0,16.63,0,,0.0
U101550,2025-06-09,Organic,Quebec,Free,8.92,1,1,6.87,1,2025-07-19,0.0
U100642,2024-07-29,Video,,Free,,1,0,17.37,1,2025-04-19,0.0
U100307,2025-03-05,Search,Quebec,Plus,18.77,1,1,10.07,0,,125.61
U100810,2025-03-17,Video,Alberta,Premium,6.25,0,1,9.67,1,2025-05-29,53.34
U101916,2024-09-14,Display,Atlantic,Free,4.52,0,1,15.8,1,2025-04-13,0.0
U101791,2025-04-17,Search,Ontario,Plus,5.73,0,1,8.63,0,,112.43
U100403,2024-06-11,Connected TV,Ontario,Plus,11.42,1,1,18.97,0,,189.31
U101798,2025-08-19,Organic,Ontario,Premium,6.3,1,0,4.5,0,,109.29
U101727,2024-08-06,Search,Ontario,Plus,10.98,0,0,17.1,0,,113.7
U100665,2024-08-04,Connected TV,Ontario,Plus,7.45,1,1,17.17,1,2024-08-11,2.36
U101517,2025-03-27,Referral,Ontario,Free,10.25,0,1,9.33,0,,0.0
U100161,2025-06-23,Organic,British Columbia,Free,6.2,0,1,6.4,0,,0.0
U101372,2025-06-22,Organic,Quebec,Plus,8.99,0,1,6.43,0,,93.21
U101135,2025-01-04,Search,Ontario,Plus,6.73,1,1,12.07,0,,138.37
U102930,2025-08-31,Organic,Ontario,Plus,9.2,1,0,4.1,0,,35.68
U102199,2024-06-21,Search,Alberta,Free,2.81,0,1,18.63,0,,0.0
U100159,2025-06-15,Display,British Columbia,Free,8.11,0,1,6.67,1,2025-07-10,0.0
U102299,2025-08-11,Native,British Columbia,Free,5.2,1,1,4.77,0,,0.0
U101883,2024-09-13,Organic,British Columbia,Plus,5.59,1,0,15.83,0,,201.9
U102102,2024-08-12,Video,Quebec,Plus,2.93,1,0,16.9,0,,109.16
U101997,2024-10-17,Organic,Alberta,FREE,18.3,1,1,14.7,0,,0.0
U100252,2024-08-22,Search,British Columbia,Free,6.0,1,1,16.57,1,2025-09-28,0.0
U100052,2025-09-05,Referral,Alberta,Premium,2.19,1,0,3.93,0,,146.43
U101469,2025-03-26,Display,British Columbia,Premium,4.92,0,0,9.37,1,2025-10-18,262.69
U101037,2024-06-03,Organic,Quebec,Premium,11.03,0,0,19.23,1,2025-07-26,376.73
U101412,2025-10-27,Organic,Quebec,Premium,8.53,1,0,2.2,0,,81.2
U102268,2024-06-26,Organic,Quebec,Plus,4.48,0,1,18.47,1,2024-08-29,29.79
U100888,2025-08-26,Referral,British Columbia,Plus,8.13,1,1,4.27,0,,62.23
U100606,2025-04-26,Native,Quebec,Plus,5.56,1,1,8.33,0,,80.99
U102064,2025-04-09,Organic,Alberta,Free,18.32,0,1,8.9,0,,0.0
U101277,2024-12-10,Display,Ontario,Free,4.69,1,0,12.9,0,,0.0
U101282,2025-05-24,Referral,Ontario,Free,7.51,1,1,7.4,1,2025-12-04,0.0
U100601,2025-05-30,Native,,Plus,,0,0,7.2,0,,
U100961,2025-08-21,Video,Quebec,Premium,6.85,1,0,4.43,0,,96.1
U102659,2024-11-30,Referral,Quebec,Free,6.97,0,0,13.23,0,,0.0
U100264,2025-04-19,Native,Ontario,Free,9.05,1,0,8.57,0,,0.0
U101475,2025-10-16,Search,Quebec,Plus,4.59,1,1,2.57,0,,41.28
U102427,2025-07-14,Video,British Columbia,Free,10.96,1,1,5.7,0,,0.0
U100147,2024-11-03,Organic,Quebec,Plus,6.28,0,1,14.13,0,,188.87
U102812,2025-02-07,Organic,British Columbia,Free,8.43,1,1,10.93,1,2025-02-15,0.0
U101356,2025-07-22,Organic,Ontario,Free,4.76,1,0,5.43,0,,0.0
U102410,2024-06-15,Display,Quebec,Free,5.72,0,0,18.83,0,,0.0
U100784,2024-10-16,Display,Quebec,Plus,0.97,1,0,14.73,0,,126.07
U100388,2025-10-01,Search,Ontario,Free,6.63,0,0,3.07,1,2025-12-13,0.0
U102326,2025-03-10,Organic,Alberta,Free,5.43,0,1,9.9,1,2025-06-02,0.0
U101067,2025-05-20,Search,Quebec,Free,3.0,1,0,7.53,0,,0.0
U102176,2024-07-26,Search,British Columbia,Premium,9.51,1,1,17.47,0,,344.48
U102162,2025-08-06,Video,Ontario,Free,9.55,1,0,4.93,0,,0.0
U100119,2024-06-21,Display,Ontario,Premium,1.83,1,0,18.63,0,,534.37
U100843,2025-01-27,Display,British Columbia,Free,2.57,1,1,11.3,0,,0.0
U100192,2025-01-02,Search,Atlantic,Premium,5.05,1,1,12.13,0,,451.16
U101581,2024-07-29,Search,Ontario,Free,3.06,1,1,17.37,0,,0.0
U101468,2024-10-08,Search,British Columbia,Free,3.29,1,1,15.0,0,,0.0
U102574,2025-11-21,Search,Atlantic,Free,3.56,1,0,1.37,1,2025-12-04,0.0
U102224,2024-12-07,Connected TV,Ontario,Premium,6.21,1,1,13.0,0,,417.62
U100084,2024-09-29,Referral,Atlantic,Free,23.01,1,1,15.3,0,,0.0
U100336,2024-10-03,Connected TV,Ontario,Plus,5.68,0,1,15.17,0,,256.22
U101896,2024-08-09,Organic,Ontario,Free,1.57,1,1,17.0,0,,0.0
U102177,2024-11-13,Referral,British Columbia,Plus,10.36,1,0,13.8,0,,224.25
U102421,2025-05-06,Organic,Ontario,Plus,4.49,1,0,8.0,0,,107.78
U101216,2024-10-02,Organic,Quebec,Plus,11.06,1,0,15.2,0,,207.37
U100713,2025-04-19,Organic,Quebec,Free,13.17,1,0,8.57,0,,0.0
U102927,2024-11-05,Organic,Ontario,Plus,23.86,1,1,14.07,1,2025-03-10,56.98
U100184,2025-09-20,Organic,Atlantic,Premium,8.04,1,1,3.43,0,,102.55
U100788,2024-09-24,Display,Ontario,Free,4.49,1,0,15.47,1,2024-10-12,0.0
U102309,2025-05-01,Native,Quebec,Free,4.21,0,1,8.17,0,,0.0
U101734,2025-02-10,Connected TV,Quebec,Premium,7.6,1,1,10.83,0,,444.03
U100427,2025-01-03,Organic,Quebec,Free,2.93,0,1,12.1,1,2025-01-23,0.0
U101688,2025-07-07,Display,Alberta,Plus,1.38,0,1,5.93,1,2025-08-04,9.28
U101224,2024-07-09,Referral,British Columbia,Free,6.79,1,1,18.03,0,,0.0
U101638,2025-01-04,Organic,Ontario,Plus,7.05,0,0,12.07,0,,161.36
U100954,2024-06-22,Organic,British Columbia,Free,4.27,1,1,18.6,0,,0.0
U101954,2024-08-28,Organic,Quebec,Free,4.38,1,0,16.37,0,,0.0
U101971,2024-06-05,Native,Quebec,Free,11.68,1,0,19.17,0,,0.0
U101324,2025-08-24,Organic,Quebec,Premium,19.59,1,0,4.33,0,,138.74
U102755,2025-03-08,Organic,Ontario,Free,6.83,1,0,9.97,0,,0.0
U100381,2025-02-16,Connected TV,Ontario,Plus,7.2,1,0,10.63,0,,63.03
U102319,2024-07-11,Organic,Ontario,Free,18.55,1,1,17.97,0,,0.0
U101189,2024-07-28,Search,Ontario,Free,4.85,1,0,17.4,0,,0.0
U101103,2025-05-17,Video,British Columbia,Free,8.78,1,1,7.63,0,,0.0
U102452,2025-02-22,Connected TV,Ontario,Free,7.64,1,1,10.43,0,,0.0
U100621,2024-12-31,Referral,Atlantic,Free,19.2,0,1,12.2,1,2025-07-21,0.0
U101762,2024-12-10,Referral,Ontario,Free,20.36,1,1,12.9,1,2025-09-29,0.0
U101025,2025-03-15,Referral,Quebec,Free,15.24,0,0,9.73,0,,0.0
U100630,2024-09-24,Display,Ontario,Plus,2.8,1,0,15.47,0,,120.45
U102565,2025-09-04,Search,Quebec,Free,7.66,1,1,3.97,1,2025-11-28,0.0
U100911,2025-02-11,Search,Atlantic,Free,5.55,1,1,10.8,0,,0.0
U100795,2025-02-02,Display,Ontario,Free,5.76,1,0,11.1,1,2025-08-01,0.0
U102917,2024-07-11,Organic,Alberta,Free,5.2,1,0,17.97,0,,0.0
U101086,2024-10-30,Organic,British Columbia,Free,4.23,1,1,14.27,0,,0.0
U102369,2025-01-18,Search,Ontario,PLUS,1.42,1,1,11.6,0,,153.2
U100409,2024-06-10,Search,Ontario,Free,4.27,1,1,19.0,0,,0.0
U100125,2025-10-05,Search,Ontario,Plus,7.26,0,0,2.93,0,,51.51
U102859,2025-10-14,Native,Ontario,Premium,6.28,1,0,2.63,0,,88.09
U100860,2025-07-04,Connected TV,Atlantic,Plus,3.29,1,0,6.03,0,,100.81
U100674,2024-06-18,Referral,Alberta,Premium,1.51,0,1,18.73,0,,437.63
U101459,2024-07-07,Organic,Ontario,Premium,9.21,0,0,18.1,0,,1015.6
U100512,2025-09-30,Organic,Quebec,Plus,5.56,1,0,3.1,0,,45.15
U101790,2025-08-07,Display,Alberta,Free,2.37,1,1,4.9,0,,0.0
U101564,2024-08-23,Connected TV,Quebec,Plus,0.67,1,1,16.53,0,,268.22
U102624,2024-07-25,Connected TV,Ontario,Free,10.03,1,1,17.5,0,,0.0
U100194,2025-05-03,Video,Ontario,Free,11.48,1,0,8.1,1,2025-05-20,0.0
U100761,2025-02-08,Display,British Columbia,Free,2.6,0,1,10.9,0,,0.0
U101388,2025-09-01,Search,Ontario,Plus,1.39,0,0,4.07,1,2025-12-09,21.64
U100624,2024-08-26,Video,British Columbia,Free,6.7,0,1,16.43,1,2025-10-03,0.0
U102702,2025-09-24,Organic,Quebec,Free,12.61,1,1,3.3,0,,0.0
U102082,2025-05-26,Search,Quebec,Free,5.92,0,0,7.33,0,,0.0
U100627,2025-11-14,Display,Ontario,Free,3.43,1,0,1.6,1,2025-11-25,0.0
U101544,2024-06-16,Search,Ontario,Free,9.13,1,1,18.8,0,,0.0
U101231,2025-04-07,Organic,Quebec,Free,21.35,0,0,8.97,0,,0.0
U101026,2025-05-18,Referral,Ontario,Plus,24.24,1,1,7.6,0,,124.41
U101909,2024-12-08,Connected TV,Ontario,Plus,3.28,0,1,12.97,0,,157.66
U101399,2024-07-14,Referral,Atlantic,Plus,3.87,1,1,17.87,0,,225.9
U102464,2025-09-28,Referral,Quebec,Plus,3.93,0,0,3.17,0,,47.96
U102511,2024-06-25,Display,British Columbia,Free,7.93,0,1,18.5,0,,0.0
U100423,2025-10-22,Connected TV,British Columbia,Free,3.26,1,1,2.37,1,2025-11-26,0.0
U101060,2025-01-24,Connected TV,Ontario,Plus,8.17,1,1,11.4,0,,128.8
U102642,2025-02-22,Referral,Ontario,Free,2.82,1,0,10.43,0,,0.0
U102737,2025-01-25,Referral,Quebec,Premium,2.81,0,0,11.37,1,2025-08-08,176.22
U100531,2025-04-19,Referral,Ontario,Free,19.83,0,1,8.57,0,,0.0
U100216,2025-08-11,Organic,Alberta,Premium,25.45,1,1,4.77,0,,167.09
U102073,2025-02-06,Search,Alberta,Premium,2.1,0,1,10.97,0,,399.41
U102724,2024-09-07,Organic,British Columbia,Premium,16.11,0,0,16.03,0,,130.5
U102862,2025-04-16,Search,Ontario,Free,4.7,1,0,8.67,1,2025-11-12,0.0
U102522,2025-11-05,Referral,Atlantic,Free,29.98,1,0,1.9,0,,0.0
U100097,2025-03-21,Referral,,Free,,1,0,9.53,0,,0.0
U100051,2025-05-20,Native,Alberta,Free,11.7,0,0,7.53,0,,0.0
U100053,2025-03-26,Search,British Columbia,Free,2.71,1,1,9.37,0,,0.0
U100228,2024-07-04,Search,Ontario,Free,4.01,1,0,18.2,0,,0.0
U101742,2025-01-08,Search,Ontario,Free,8.9,1,1,11.93,0,,0.0
U102347,2025-02-01,Native,Ontario,Free,8.01,1,1,11.13,0,,0.0
U100112,2025-03-20,Video,Alberta,Plus,8.93,1,0,9.57,0,,68.57
U100542,2025-06-26,Organic,Quebec,Free,8.05,1,0,6.3,0,,0.0
U100846,2024-12-06,Organic,Quebec,Free,4.93,1,0,13.03,0,,0.0
U101215,2024-06-09,Referral,Quebec,Plus,1.7,1,1,19.03,0,,265.71
U101052,2025-05-18,Native,Quebec,Plus,17.8,1,0,7.6,1,2025-11-30,74.37
U101908,2025-05-13,Search,Ontario,Free,3.91,0,0,7.77,1,2025-12-22,0.0
U101248,2025-06-24,Display,Quebec,Plus,3.2,0,0,6.37,0,,56.07
U102761,2025-02-11,Connected TV,Atlantic,Free,6.93,1,1,10.8,0,,0.0
U100057,2025-03-08,Video,Atlantic,Free,3.45,1,0,9.97,0,,0.0
U102976,2025-11-06,Referral,Atlantic,Plus,3.5,1,0,1.87,0,,18.05
U101038,2025-09-25,Organic,Quebec,Premium,18.12,1,1,3.27,0,,87.85
U102532,2025-04-01,Organic,Quebec,Plus,1.81,1,1,9.17,0,,85.98
U102348,2024-12-13,Search,Ontario,Free,8.05,1,1,12.8,0,,0.0
U102674,2025-01-17,Connected TV,Ontario,Free,7.19,1,1,11.63,0,,0.0
U100697,2025-05-16,Organic,Quebec,Plus,6.27,1,1,7.67,0,,63.01
U100200,2025-01-23,Native,,Free,,1,0,11.43,1,2025-10-05,
U101652,2024-11-01,Referral,British Columbia,Free,7.61,1,1,14.2,0,,0.0
U100572,2025-07-07,Display,British Columbia,Premium,2.51,1,1,5.93,0,,109.04
U102662,2024-06-04,Organic,Ontario,Free,2.79,1,0,19.2,1,2025-02-05,0.0
U102100,2025-04-11,Native,Quebec,Free,8.16,0,1,8.83,0,,0.0
U102901,2025-08-04,Search,Ontario,Free,4.92,1,0,5.0,1,2025-08-19,0.0
U102337,2024-12-09,Search,Ontario,Premium,10.27,1,1,12.93,0,,447.0
U102849,2024-10-14,Search,British Columbia,Free,15.07,0,1,14.8,1,2025-02-08,0.0
U101904,2025-09-01,Referral,Atlantic,Free,3.69,0,0,4.07,0,,0.0
U102382,2025-01-12,Organic,Alberta,Free,6.33,0,0,11.8,0,,0.0
U101341,2024-10-19,Search,Quebec,Free,9.98,1,1,14.63,1,2025-05-21,0.0
U100578,2024-10-22,Display,Ontario,Plus,0.13,1,1,14.53,0,,206.09
U102733,2024-10-13,Search,Ontario,Free,2.76,1,0,14.83,0,,0.0
U102983,2024-08-18,Connected TV,Ontario,Free,4.95,1,1,16.7,0,,0.0
U102408,2024-06-21,Native,Alberta,Plus,4.8,1,1,18.63,0,,159.97
U101138,2025-07-08,Organic,British Columbia,Free,10.09,0,1,5.9,0,,0.0
U102383,2025-09-01,Search,Alberta,Premium,15.58,1,1,4.07,0,,89.92
U100677,2025-10-27,Search,Ontario,Free,7.93,1,0,2.2,0,,0.0
U102614,2025-11-23,Video,British Columbia,Free,1.26,1,0,1.3,1,2025-12-01,0.0
U100109,2025-04-17,Display,Ontario,Free,5.6,1,0,8.63,0,,0.0
U102792,2024-09-09,Display,Ontario,Free,6.64,1,1,15.97,1,2025-05-03,0.0
U101967,2025-01-28,Native,Alberta,Free,1.89,0,0,11.27,0,,0.0
U102934,2025-09-05,Search,Quebec,Plus,6.44,1,0,3.93,0,,51.37
U100841,2025-02-22,Organic,Atlantic,Premium,4.09,1,0,10.43,0,,255.75
U102636,2024-10-16,Search,Ontario,Free,10.12,0,1,14.73,1,2025-04-21,0.0
U102069,2025-06-27,Connected TV,Ontario,Plus,2.4,1,0,6.27,0,,67.09
U100548,2024-08-16,Display,Quebec,Free,8.86,1,0,16.77,0,,0.0
U101154,2025-10-24,Video,Atlantic,Free,6.12,1,0,2.3,0,,0.0
U100666,2024-07-24,Connected TV,Quebec,Free,10.66,1,0,17.53,0,,0.0
U102154,2025-07-25,Search,Ontario,Free,2.84,1,0,5.33,1,2025-10-09,0.0
U101554,2025-03-21,Referral,Quebec,Plus,9.97,0,1,9.53,0,,100.57
U102150,2025-11-12,Display,British Columbia,Premium,8.06,1,0,1.67,0,,58.62
U102997,2025-11-03,Display,Quebec,Plus,3.99,1,0,1.97,0,,21.66
U100834,2025-01-27,Connected TV,Ontario,Free,8.32,0,1,11.3,0,,0.0
U101127,2025-05-18,Connected TV,Ontario,Plus,1.48,1,1,7.6,0,,34.48
U102235,2025-08-09,Referral,Ontario,Free,4.73,1,0,4.83,0,,0.0
U101179,2025-09-21,Connected TV,Ontario,Free,1.49,1,1,3.4,0,,0.0
U100348,2025-06-01,Search,Ontario,Premium,3.19,1,0,7.13,0,,328.25
U102346,2025-09-28,Display,,Plus,,0,0,3.17,0,,
U100933,2025-06-24,Organic,Quebec,Free,9.63,1,0,6.37,0,,0.0
U102639,2025-01-07,Search,Ontario,FREE,4.14,0,1,11.97,1,2025-05-03,0.0
U102284,2025-05-29,Organic,Quebec,Free,20.71,1,0,7.23,0,,0.0
U102887,2024-09-10,Native,Ontario,Premium,6.01,1,0,15.93,0,,420.5
U100740,2024-09-05,Display,Ontario,Free,3.05,1,0,16.1,0,,0.0
U102334,2024-09-08,Connected TV,Ontario,Free,8.94,1,1,16.0,1,2025-12-20,0.0
U102433,2024-12-06,Search,British Columbia,Free,3.3,1,1,13.03,0,,0.0
U100931,2025-05-28,Display,Atlantic,Plus,8.71,0,0,7.27,1,2025-07-27,27.06
U100892,2025-04-18,Referral,Alberta,Free,3.97,1,1,8.6,1,2025-06-24,0.0
U102821,2025-07-25,Video,Ontario,Free,5.22,1,0,5.33,0,,0.0
U100793,2024-12-31,Search,Ontario,Free,1.79,0,0,12.2,0,,0.0
U102277,2024-07-18,Video,Atlantic,Premium,3.31,0,0,17.73,0,,455.38
U100146,2025-07-01,Search,British Columbia,Premium,6.13,1,1,6.13,0,,200.1
U101042,2024-08-01,Search,British Columbia,Free,9.01,1,1,17.27,0,,0.0
U102135,2025-09-19,Connected TV,Quebec,Free,8.47,0,0,3.47,1,2025-12-22,0.0
U100229,2025-06-13,Search,British Columbia,Free,2.79,1,0,6.73,1,2025-10-09,0.0
U100067,2025-08-29,Organic,Quebec,Plus,12.76,1,0,4.17,0,,53.83
U100028,2024-07-28,Display,British Columbia,Plus,12.22,1,1,17.4,0,,198.35
U102243,2025-07-08,Organic,Ontario,Free,2.79,0,1,5.9,0,,0.0
U101747,2024-11-22,Organic,Alberta,Plus,27.39,1,1,13.5,0,,184.11
U102013,2025-01-28,Display,Ontario,Free,12.98,1,1,11.27,0,,0.0
U101229,2025-10-29,Video,Quebec,Free,6.63,1,0,2.13,0,,0.0
U100510,2025-04-14,Search,Atlantic,Free,7.75,0,1,8.73,1,2025-09-20,0.0
U100596,2024-12-01,Organic,Ontario,Free,3.49,1,0,13.2,0,,0.0
U101553,2025-06-19,Search,Alberta,Plus,3.19,1,0,6.53,0,,86.13
U100573,2025-08-06,Video,Quebec,Free,7.32,0,0,4.93,0,,0.0
U100115,2025-09-08,Organic,Quebec,Free,4.57,0,0,3.83,1,2025-10-07,0.0
U100520,2025-09-01,Video,Ontario,Free,7.49,1,1,4.07,0,,0.0
U100390,2024-06-08,Display,Ontario,Free,2.89,1,0,19.07,0,,0.0
U101400,2024-07-03,Native,Ontario,Plus,7.1,0,1,18.23,0,,215.19
U100852,2025-03-15,Display,Ontario,Premium,1.3,1,0,9.73,0,,179.61
U102823,2025-08-27,Organic,Alberta,Free,4.56,1,0,4.23,1,2025-10-28,0.0
U101792,2024-11-15,Organic,Ontario,Free,17.03,1,0,13.73,0,,0.0
U101133,2025-01-03,Search,British Columbia,Plus,5.35,0,1,12.1,0,,141.86
U101993,2025-04-01,Native,Quebec,Free,12.59,1,1,9.17,0,,0.0
U102106,2024-08-18,Referral,Quebec,Premium,5.93,1,1,16.7,0,,508.85
U101338,2025-06-10,Search,Atlantic,Plus,1.69,0,0,6.83,0,,93.96
U102500,2024-08-22,Referral,Ontario,Free,4.84,0,0,16.57,1,2025-06-25,0.0
U101602,2025-03-08,Organic,Ontario,Free,5.91,1,1,9.97,0,,0.0
U101227,2025-01-17,Search,Ontario,Free,4.29,1,1,11.63,0,,0.0
U101249,2025-09-07,Organic,Alberta,Free,8.94,0,1,3.87,0,,0.0
U102630,2024-11-24,Search,Ontario,Free,8.99,1,0,13.43,1,2025-07-10,0.0
U101472,2024-12-17,Referral,Quebec,Free,16.94,1,1,12.67,0,,0.0
U101501,2025-01-27,Search,Quebec,Free,10.94,1,0,11.3,1,2025-09-21,0.0
U100839,2025-10-19,Native,Ontario,Plus,2.03,0,1,2.47,0,,32.85
U102201,2025-03-15,Organic,Ontario,Free,11.77,0,0,9.73,1,2025-12-04,0.0
U100281,2025-07-10,Video,British Columbia,Free,12.8,0,0,5.83,0,,0.0
U102389,2025-01-12,Organic,Ontario,Free,1.54,0,0,11.8,1,2025-09-16,0.0
U102083,2025-09-15,Organic,Ontario,Free,8.97,1,0,3.6,1,2025-12-02,0.0
U101487,2024-06-11,Organic,Quebec,Plus,7.93,1,1,18.97,0,,246.7
U101938,2025-07-31,Connected TV,,Free,,0,0,5.13,0,,
U102979,2024-07-14,Display,Ontario,Premium,7.79,0,1,17.87,0,,635.34
U100648,2024-06-19,Organic,British Columbia,Free,10.81,1,0,18.7,0,,0.0
U101158,2025-11-02,Search,Atlantic,Premium,7.39,1,1,2.0,0,,86.53
U102458,2025-04-30,Organic,Alberta,Plus,15.39,1,0,8.2,1,2025-09-14,66.25
U102628,2025-04-03,Search,Alberta,Free,5.69,1,1,9.1,1,2025-09-17,0.0
U101398,2025-11-14,Search,Quebec,Plus,10.64,1,0,1.6,0,,13.75
U100971,2024-07-01,Display,Quebec,Plus,5.65,1,1,18.3,0,,182.8
U101548,2024-09-17,Native,Alberta,Plus,6.73,1,0,15.7,0,,168.01
U100798,2025-08-02,Native,Alberta,Free,0.45,0,1,5.07,0,,0.0
U100130,2025-06-12,Connected TV,Quebec,Premium,6.69,1,1,6.77,1,2025-10-30,116.62
U102333,2024-07-30,Search,Ontario,Plus,5.0,0,0,17.33,0,,245.76
U101247,2025-04-23,Search,Quebec,Free,7.97,0,1,8.43,0,,0.0
U101872,2024-09-25,Organic,Ontario,Plus,26.78,1,1,15.43,0,,224.29
U100286,2024-07-17,Connected TV,Ontario,Free,8.36,0,0,17.77,1,2024-10-03,0.0
U102850,2025-10-09,Search,Ontario,Premium,7.54,1,0,2.8,0,,103.17
U101424,2025-04-29,Organic,Ontario,Free,1.53,1,0,8.23,0,,0.0
U101895,2025-03-15,Referral,Quebec,Plus,11.27,1,1,9.73,0,,111.26
U100636,2025-04-15,Search,Ontario,Plus,1.92,0,1,8.7,0,,108.44
U101980,2025-10-20,Search,British Columbia,Free,3.98,1,0,2.43,0,,0.0
U102795,2024-10-29,Search,Ontario,Plus,13.55,1,1,14.3,0,,140.43
U102206,2025-04-21,Video,Quebec,Premium,4.1,1,1,8.5,0,,227.48
U100240,2024-06-20,Video,Alberta,Free,10.49,0,0,18.67,1,2025-05-01,0.0
U102906,2025-04-08,Video,Quebec,Premium,10.3,1,0,8.93,0,,263.61
U102529,2025-09-28,Search,British Columbia,Free,6.7,1,0,3.17,0,,0.0
U100462,2025-10-07,Organic,Ontario,Premium,13.97,1,1,2.87,1,2025-12-18,61.88
U101431,2024-10-08,Display,British Columbia,Plus,8.65,0,0,15.0,0,,190.02
U101741,2024-09-27,Search,British Columbia,Plus,4.83,0,1,15.37,0,,134.57
U101346,2025-03-04,Native,,Plus,,1,0,10.1,0,,100.53
U100901,2024-10-23,Video,Alberta,Free,13.33,0,0,14.5,0,,0.0
U102024,2024-06-23,Search,Ontario,Premium,6.44,0,0,18.57,0,,481.04
U102706,2025-07-24,Display,Ontario,Plus,6.91,1,0,5.37,0,,47.44
U101763,2025-02-05,Native,Ontario,Free,4.58,1,0,11.0,1,2025-12-06,0.0
U102465,2024-06-18,Display,,Free,,1,1,18.73,0,,0.0
U102412,2025-05-10,Native,Ontario,Plus,3.02,1,1,7.87,0,,92.37
U100437,2025-11-27,Search,British Columbia,Free,5.56,0,0,1.17,1,2025-12-22,0.0
U102995,2024-09-13,Connected TV,British Columbia,Plus,10.76,1,0,15.83,0,,208.46
U102638,2024-06-03,Display,Ontario,Plus,10.85,1,0,19.23,1,2024-12-30,132.56
U101898,2024-07-25,Organic,British Columbia,Plus,11.98,1,0,17.5,0,,264.49
U100929,2025-04-21,Organic,Ontario,Free,7.24,1,1,8.5,1,2025-05-12,0.0
U102387,2024-06-29,Connected TV,Atlantic,Free,8.35,1,1,18.37,0,,0.0
U100978,2024-08-17,Display,Alberta,Premium,3.93,1,1,16.73,0,,555.14
U102946,2025-05-07,Connected TV,British Columbia,Premium,4.4,1,1,7.97,0,,316.96
U100941,2024-12-17,Display,British Columbia,Plus,5.67,1,0,12.67,0,,137.74
U102186,2024-10-05,Organic,Ontario,Free,13.16,1,0,15.1,0,,0.0
U102438,2025-09-26,Organic,Ontario,Plus,1.98,0,1,3.23,0,,34.31
U101172,2025-04-13,Organic,Ontario,Free,9.07,1,0,8.77,0,,0.0
U101492,2025-11-29,Native,Ontario,Premium,8.02,0,0,1.1,0,,52.64
U102300,2025-09-02,Connected TV,British Columbia,Free,4.67,1,0,4.03,0,,0.0
U102736,2025-05-20,Display,Atlantic,Free,9.67,1,1,7.53,1,2025-07-24,0.0
U100284,2025-03-08,Organic,Quebec,Free,21.51,1,1,9.97,0,,0.0
U101177,2025-10-29,Display,Ontario,Plus,6.79,1,1,2.13,0,,21.35
U102526,2025-05-26,Organic,Ontario,Free,5.87,1,1,7.33,0,,0.0
U101033,2024-10-02,Display,Ontario,Plus,2.36,1,1,15.2,1,2025-01-04,30.27
U101355,2024-06-28,Connected TV,Alberta,Plus,3.18,1,0,18.4,0,,227.57
U101369,2025-03-25,Search,Ontario,Plus,12.91,1,0,9.4,0,,95.75
U102936,2024-12-27,Organic,Ontario,Plus,5.89,1,0,12.33,0,,150.14
U100749,2025-01-10,Video,British Columbia,Free,1.71,1,1,11.87,0,,0.0
U100429,2024-11-14,Video,Quebec,Premium,29.23,0,0,13.77,1,2025-04-19,131.23
U101204,2025-06-02,Organic,Ontario,Premium,6.48,1,1,7.1,0,,210.24
U100842,2025-11-09,Referral,Ontario,Free,19.54,1,0,1.77,0,,0.0
U102833,2025-10-08,Organic,Atlantic,Plus,9.45,1,1,2.83,0,,25.9
U100557,2024-12-08,Organic,British Columbia,Free,1.8,1,0,12.97,0,,0.0
U101897,2024-06-03,Video,Ontario,Free,9.03,1,1,19.23,0,,0.0
U101239,2025-05-15,Video,Alberta,Free,7.8,1,1,7.7,1,2025-09-16,0.0
U100600,2024-09-16,Native,Ontario,Premium,4.48,1,0,15.73,0,,462.63
U102780,2025-09-22,Video,Ontario,Plus,11.99,1,1,3.37,0,,41.62
U101677,2025-01-14,Connected TV,Quebec,Plus,9.31,1,1,11.73,0,,127.43
U100290,2025-07-10,Search,Ontario,Plus,15.45,0,0,5.83,0,,93.15
U101799,2025-05-30,Organic,Quebec,Free,9.94,0,1,7.2,0,,0.0
U102978,2024-06-03,Organic,British Columbia,Free,12.8,1,0,19.23,0,,0.0
U102580,2025-08-26,Display,Quebec,Premium,7.18,0,1,4.27,0,,186.58
U100224,2024-07-23,Search,Ontario,Free,7.0,0,1,17.57,1,2025-06-01,0.0
U100208,2024-11-24,Display,Ontario,Plus,3.59,1,1,13.43,0,,143.67
U101646,2025-11-29,Referral,Ontario,Plus,7.73,1,1,1.1,0,,8.23
